id,name,firstname,lastname,age,nationality,height,weight,position,photo,birth_date,birth_place,birth_country
5483,M. Fernández,Mariano,Fernández Gnazzo,38,Argentina,,,Defender,https://media.api-sports.io/football/players/5483.png,1988-01-27,La Plata,Argentina
5486,T. Lamas,Teo,Lamas,26,Argentina,,,Defender,https://media.api-sports.io/football/players/5486.png,2000-02-19,Carlos Casares,Argentina
5495,T. Gallo,Tomás,Gallo,26,Argentina,,,Midfielder,https://media.api-sports.io/football/players/5495.png,1999-09-07,Carlos Casares,Argentina
5513,F. Godoy,Federico Daniel,Godoy,30,Argentina,,,Defender,https://media.api-sports.io/football/players/5513.png,1996-01-02,Campana,Argentina
5528,N. Yaqué,Nahuel Sebastián,Yaqué,30,Argentina,,,Midfielder,https://media.api-sports.io/football/players/5528.png,1995-03-18,Ciudadela,Argentina
5538,T. Quilici,Facundo Tomás,Quilici,27,Argentina,,,Goalkeeper,https://media.api-sports.io/football/players/5538.png,1998-09-30,,Argentina
5608,J. Osan,Jonathan,Osan,29,Argentina,,,Midfielder,https://media.api-sports.io/football/players/5608.png,1996-12-05,Garín,Argentina
5640,Y. Holhman,Yoel,Holhman,27,Argentina,,,Midfielder,https://media.api-sports.io/football/players/5640.png,1999-03-11,,Argentina
5763,N. López,Fernando Nahuel,López,30,Argentina,,,Midfielder,https://media.api-sports.io/football/players/5763.png,1996-01-22,Bahía Blanca,Argentina
5855,B. Inveraldi,Brian Ignacio,Inveraldi,27,Argentina,,,Midfielder,https://media.api-sports.io/football/players/5855.png,1998-12-02,,Argentina
6181,M. Juárez,Matías Daniel,Juárez Romero,29,Argentina,173 cm,69 kg,Midfielder,https://media.api-sports.io/football/players/6181.png,1997-01-03,Córdoba,Argentina
6270,L. Areal,Leonardo Jorge,Areal,29,Argentina,180 cm,70 kg,Midfielder,https://media.api-sports.io/football/players/6270.png,1996-12-13,Mar del Plata,Argentina
6406,R. Braña,Rodrigo,Braña,47,Argentina,167 cm,71 kg,Midfielder,https://media.api-sports.io/football/players/6406.png,1979-03-07,Berazategui,Argentina
6455,S. Bertoli,Sebastián Hernán,Bertoli,48,Argentina,185 cm,81 kg,Goalkeeper,https://media.api-sports.io/football/players/6455.png,1977-10-16,Paraná,Argentina
6481,E. Quinteros,Enzo,Quinteros,27,Argentina,,,Midfielder,https://media.api-sports.io/football/players/6481.png,1998-04-25,Paraná,Argentina
6674,E. Gómez,Esteban Matías,Gómez,29,Argentina,,,Defender,https://media.api-sports.io/football/players/6674.png,1996-06-24,,Argentina
6757,J. Ruggiero,Joseph,Ruggiero,0,Australia,,,Goalkeeper,https://media.api-sports.io/football/players/6757.png,2026-03-13,,Australia
6763,T. Veart,Thomas,Veart,0,Australia,,,Defender,https://media.api-sports.io/football/players/6763.png,2026-03-13,,Australia
6766,J. Kogoj,Jozef,Kogoj,25,Australia,,,Midfielder,https://media.api-sports.io/football/players/6766.png,2000-04-04,,Australia
6767,A. Maio,Andrew,Maio,0,Australia,,,Midfielder,https://media.api-sports.io/football/players/6767.png,2026-03-13,,Australia
6768,Y. Matsumoto,Yohei,Matsumoto,32,Japan,,,Midfielder,https://media.api-sports.io/football/players/6768.png,1993-05-19,,Japan
6867,J. Palazzolo,Jack,Palazzolo,25,Australia,,,Attacker,https://media.api-sports.io/football/players/6867.png,2000-04-29,,Australia
11924,N. Martínez,Nicolás,Martínez,0,Chile,,,Midfielder,https://media.api-sports.io/football/players/11924.png,2026-03-13,,Chile
11926,D. Muñoz,Diego,Muñoz,0,Chile,,,Midfielder,https://media.api-sports.io/football/players/11926.png,2026-03-13,,Chile
11940,F. Menéndez,Francisco,Menéndez Azcarraga,28,Chile,,,Attacker,https://media.api-sports.io/football/players/11940.png,1997-06-04,,Chile
11942,R. Ávila,,Ávila,,,,,,https://media.api-sports.io/football/players/11942.png,,,
12140,L. Alaníz,Lucas Ariel,Alaníz,29,Argentina,,,Defender,https://media.api-sports.io/football/players/12140.png,1996-03-19,Ituzaingó,Argentina
12145,J. Muñoz,Juan Pablo,Muñoz Pérez,28,Chile,,,Defender,https://media.api-sports.io/football/players/12145.png,1997-06-24,,Chile
12146,D. Nieto,Diego,Nieto Campodónico,29,Chile,,,Defender,https://media.api-sports.io/football/players/12146.png,1996-04-02,Providencia - Santiago,Chile
12148,D. Barreto,Daniel,Barreto Castillo,26,Argentina,,,Midfielder,https://media.api-sports.io/football/players/12148.png,2000-02-10,Morón,Argentina
12154,M. Navarro,Matías,Navarro Hernández,29,Chile,,,Midfielder,https://media.api-sports.io/football/players/12154.png,1996-05-12,Valdivia,Chile
12160,C. Ramirez,Cristobal Enrique,Ramirez Castro,28,Chile,,,Midfielder,https://media.api-sports.io/football/players/12160.png,1997-07-07,Valdivia,Chile
12161,D. Rivera,Diego,Rivera,26,Chile,,,Midfielder,https://media.api-sports.io/football/players/12161.png,2000-01-30,,Chile
12168,L. Acuña,Luis,Acuña,29,Chile,,,Attacker,https://media.api-sports.io/football/players/12168.png,1996-05-05,,Chile
12169,M. Contreras,Mijhael David,Contreras Gatica,29,Chile,175 cm,70 kg,Attacker,https://media.api-sports.io/football/players/12169.png,1996-07-06,,Chile
12317,F. Maldonado,Fernando,Maldonado Araneda,0,Chile,,,Midfielder,https://media.api-sports.io/football/players/12317.png,2026-03-13,,Chile
12613,Wang Jun,Jun,Wang,25,China PR,182 cm,74 kg,Attacker,https://media.api-sports.io/football/players/12613.png,2000-11-13,,China PR
12770,Li Haitao,Haitao,Li,30,China PR,191 cm,88 kg,Goalkeeper,https://media.api-sports.io/football/players/12770.png,1995-11-29,,China PR
13140,E. Cabarique,Eduar Andrés,Cabarique Fernández,26,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13140.png,1999-12-10,Yondó,Colombia
13154,J. Rueda,Juan Diego,Rueda Sandoval,25,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13154.png,2000-10-08,Girón,Colombia
13160,M. Méndez,Michael Eduardo,Méndez Cardona,25,Colombia,,,Attacker,https://media.api-sports.io/football/players/13160.png,2000-04-16,Barrancabermeja,Colombia
13161,J. Prent,Juan Sebastián,Prent Castro,26,Colombia,,,Attacker,https://media.api-sports.io/football/players/13161.png,2000-03-07,Barrancabermeja,Colombia
13205,J. Jerez,Julian Camilo,Jerez Hernández,26,Colombia,,,Defender,https://media.api-sports.io/football/players/13205.png,1999-04-01,Bucaramanga,Colombia
13213,J. Jiménez,Jhoel Andrés,Jiménez Arciniegas,27,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13213.png,1999-01-20,Floridablanca,Colombia
13221,M. Ruiz,Marcos Alexander,Ruiz Mogollón,26,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13221.png,1999-04-30,Bucaramanga,Colombia
13233,M. Mesa,Marcelo,Mesa Trujillo,27,Colombia,,,Goalkeeper,https://media.api-sports.io/football/players/13233.png,1998-04-17,Neiva,Colombia
13254,R. Goluma,Ricardo,Goluma Valderrama,24,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13254.png,2001-05-13,Gigante,Colombia
13345,S. Alvis,Santiago,Alvis Cortés,26,Colombia,,,Attacker,https://media.api-sports.io/football/players/13345.png,2000-02-17,Cali,Colombia
13418,K. Zapata,Kevin Feleidier,Zapata Banguero,28,Colombia,,,Goalkeeper,https://media.api-sports.io/football/players/13418.png,1998-01-18,Padilla,Colombia
13421,J. Cortés,Juan Diego,Cortés Acevedo,26,Colombia,,,Defender,https://media.api-sports.io/football/players/13421.png,1999-08-11,Armenia,Colombia
13422,D. Díaz,Diego Andrés,Díaz Quiñónes,26,Colombia,,,Defender,https://media.api-sports.io/football/players/13422.png,1999-10-31,Pasto,Colombia
13424,A. Lasso,Andrés Sebastian,Lasso Rosero,26,Colombia,,,Defender,https://media.api-sports.io/football/players/13424.png,1999-05-18,Pasto,Colombia
13443,E. Rosero,Emerson Ronaldo,Rosero Andrade,26,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13443.png,2000-01-01,Pasto,Colombia
13446,C. Vergara,Cesar Orlando,Vergara Dajome,25,Colombia,,,Midfielder,https://media.api-sports.io/football/players/13446.png,2000-07-27,Tumaco,Colombia
13449,J. Caicedo,Juan Camilo,Caicedo Rodríguez,29,Colombia,,,Attacker,https://media.api-sports.io/football/players/13449.png,1997-01-01,Cali,Colombia
13800,A. Daza,Andrés Felipe,Daza Barraza,26,Colombia,,,Defender,https://media.api-sports.io/football/players/13800.png,2000-03-01,Santa Marta,Colombia
14493,T. Kovačević,,,19,,,,,https://media.api-sports.io/football/players/14493.png,,,
14892,M. Farkaš,Matija,Farkaš,25,Croatia,,,Midfielder,https://media.api-sports.io/football/players/14892.png,2000-12-23,ÄŒakovec,Croatia
14949,G. Karkotis,Giorgos,Karkotis,33,Cyprus,,,Defender,https://media.api-sports.io/football/players/14949.png,1993-01-16,,Cyprus
15251,C. Constantinou,,Constantinou,34,,,,,https://media.api-sports.io/football/players/15251.png,,,
15252,C. Kyriakou,,Kyriakou,22,,,,,https://media.api-sports.io/football/players/15252.png,,,
15253,C. Petrou,,Petrou,21,,,,,https://media.api-sports.io/football/players/15253.png,,,
15254,C. Siakou,,Siakou,33,,,,,https://media.api-sports.io/football/players/15254.png,,,
15255,T. Theocharous,,Theocharous,22,,,,,https://media.api-sports.io/football/players/15255.png,,,
16430,W. Valencia,Wagner Leonardo,Valencia Gomez,37,Ecuador,172 cm,,Midfielder,https://media.api-sports.io/football/players/16430.png,1988-05-17,Esmeraldas,Ecuador
16433,A. Porozo,Anderson Javier,Porozo Vernaza,32,Ecuador,180 cm,,Attacker,https://media.api-sports.io/football/players/16433.png,1993-04-23,San Lorenzo,Ecuador
16488,A. Lemos,Alexi Ever,Lemos Castillo,36,Ecuador,190 cm,,Goalkeeper,https://media.api-sports.io/football/players/16488.png,1989-12-15,San Lorenzo,Ecuador
16532,J. Ordoñez,jhonatan Mario,Ordoñez Quiñonez,25,Ecuador,,,Midfielder,https://media.api-sports.io/football/players/16532.png,2000-08-15,Rio Verde,Ecuador
16534,O. Quispe,Oscar Geovanny,Quispe  Díaz,26,Ecuador,,,Midfielder,https://media.api-sports.io/football/players/16534.png,2000-02-23,Quito,Ecuador
16582,P. Amaya,Pablo Frank,Amaya Torres,49,Ecuador,,,Defender,https://media.api-sports.io/football/players/16582.png,1976-09-07,Santa Rosa,Ecuador
16695,F. Fajardo,Fernando Rafael,Fajardo Ávila,39,Ecuador,183 cm,78 kg,Attacker,https://media.api-sports.io/football/players/16695.png,1987-03-02,Esmeraldas,Ecuador
16747,A. Bolaños,Alex Leonardo,Bolaños Reascos,41,Ecuador,180 cm,75 kg,Midfielder,https://media.api-sports.io/football/players/16747.png,1985-01-22,San Lorenzo,Ecuador
16749,J. Caicedo,Jiner Javier,Caicedo Luna,34,Ecuador,,,Midfielder,https://media.api-sports.io/football/players/16749.png,1991-04-27,Babahoyo,Ecuador
16751,D. Carrera,Danilo Xavier,Carrera Huerta,37,Ecuador,,,Midfielder,https://media.api-sports.io/football/players/16751.png,1989-01-17,Guayaquil,Ecuador
16764,J. Flecha,José Luis,Flecha González,37,Paraguay,,,Attacker,https://media.api-sports.io/football/players/16764.png,1988-03-19,,Paraguay
16771,R. López,Rinson,López Ledesma,38,Colombia,,,Defender,https://media.api-sports.io/football/players/16771.png,1987-10-22,Cali,Colombia
16775,A. Chalá,Alexis Lonbardo,Chalá Chalá,36,Ecuador,,,Midfielder,https://media.api-sports.io/football/players/16775.png,1990-02-05,Ibarra,Ecuador
26699,A. Sousonis,Aristidis-Orestis,Sousonis,26,Greece,,,Attacker,https://media.api-sports.io/football/players/26699.png,1999-04-24,,Greece
26858,K. Fliskas,Kostantinos,Fliskas,45,Greece,179 cm,70 kg,Defender,https://media.api-sports.io/football/players/26858.png,1980-12-29,Karditsa,Greece
26942,G. Zografos,Giannis,Zografos,25,Greece,,,Goalkeeper,https://media.api-sports.io/football/players/26942.png,2000-05-28,,Greece
27057,D. Setzas,Dimitris,Setzas,26,Greece,,,Defender,https://media.api-sports.io/football/players/27057.png,1999-07-11,,Greece
27067,T. Papageorgiou,Thanasis,Papageorgiou,27,Greece,,,Midfielder,https://media.api-sports.io/football/players/27067.png,1998-12-16,,Greece
27070,N. Beikos,Nikos,Beikos,27,Greece,,,Attacker,https://media.api-sports.io/football/players/27070.png,1998-09-24,,Greece
27169,C. Papoutsis,Christos,Papoutsis,26,Greece,,,Goalkeeper,https://media.api-sports.io/football/players/27169.png,1999-09-10,,Greece
27172,I. Agtzidis,Ioannis,Agtzidis,33,Greece,176 cm,71 kg,Defender,https://media.api-sports.io/football/players/27172.png,1992-10-14,,Greece
27201,V. Papageorgiou,Vangelis,Papageorgiou,27,Greece,,,Defender,https://media.api-sports.io/football/players/27201.png,1999-03-05,,Greece
27204,V. Vosniadis,Vasilis,Vosniadis,30,Greece,,,Defender,https://media.api-sports.io/football/players/27204.png,1995-07-10,,Greece
27252,K. Noka,Klinton,Noka,30,Greece,,,Attacker,https://media.api-sports.io/football/players/27252.png,1996-02-18,,Albania
27258,G. Bárcena,Guillermo,Bárcena Blázquez,32,Cuba,,,Defender,https://media.api-sports.io/football/players/27258.png,1994-02-19,La Habana,Cuba
27284,P. Gomos,Petros,Gomos,33,Greece,,,Goalkeeper,https://media.api-sports.io/football/players/27284.png,1992-08-05,,Greece
27313,G. Pavlidis,Giorgos,Pavlidis,28,Greece,,,Attacker,https://media.api-sports.io/football/players/27313.png,1997-09-02,,Greece
27415,L. Sotiriadis,Lefteris,Sotiriadis,26,Greece,,,Defender,https://media.api-sports.io/football/players/27415.png,1999-05-23,,Greece
27427,S. Athanasiadis,Savvas,Athanasiadis,26,Greece,,,Attacker,https://media.api-sports.io/football/players/27427.png,1999-05-10,,Greece
27473,S. Arteaga,Samuel,Arteaga,0,Honduras,,,Midfielder,https://media.api-sports.io/football/players/27473.png,2026-03-13,,Honduras
27674,L. Matamoros,Luis,Matamoros,0,Honduras,,,Midfielder,https://media.api-sports.io/football/players/27674.png,2026-03-13,,Honduras
27682,M. Rodríguez,Mario César,Rodríguez Madrid,50,Honduras,175 cm,,Midfielder,https://media.api-sports.io/football/players/27682.png,1975-07-31,Potrerillos,Honduras
27687,M. Fonseca,Mario Alejandro,Fonseca Ortíz,26,Honduras,,,Attacker,https://media.api-sports.io/football/players/27687.png,1999-10-04,Tegucigalpa,Honduras
27689,O. Lambert,Odual,Lambert,0,Honduras,,,Attacker,https://media.api-sports.io/football/players/27689.png,2026-03-13,,Honduras
27707,S. Solórzano,Santos Gilberto,Solórzano Castillo,,Honduras,,,Defender,https://media.api-sports.io/football/players/27707.png,,,Honduras
27712,C. Ávila,Christian Gilberto,Ávila Lino,28,Honduras,,,Midfielder,https://media.api-sports.io/football/players/27712.png,1997-07-24,Santa Rosa,Honduras
27719,J. Guerrero,Jonathan,Guerrero,0,Honduras,,,Midfielder,https://media.api-sports.io/football/players/27719.png,2026-03-13,,Honduras
27738,R. Garrido,Rossel Edgardo,Garrido Galeas,33,Honduras,,,Goalkeeper,https://media.api-sports.io/football/players/27738.png,1992-09-03,,Honduras
27754,R. Gónzalez,Rosendo Jonathan,Gónzalez Hernández,34,Honduras,,,Midfielder,https://media.api-sports.io/football/players/27754.png,1992-01-24,Jutiapa,Honduras
27764,J. Sánchez,José Enrique,Sánchez Arita,29,Honduras,,,Midfielder,https://media.api-sports.io/football/players/27764.png,1996-08-17,Tocoa,Honduras
27773,A. Laureano,Alex Martín,Laureano Archaga,26,Honduras,,,Attacker,https://media.api-sports.io/football/players/27773.png,1999-03-19,Tela,Honduras
29030,N. Mohanraj,Nallappan,Mohanraj,37,India,177 cm,,Defender,https://media.api-sports.io/football/players/29030.png,1989-02-23,Namakkal,India
